Interview_ID,Response,Theme,Subtheme,Respondent_Type,Respondent_Affiliation,Location,Contextual_Clues,Contradictions,Additional_Notes
R14,"Take Bengal and the centre, for example. The Ayushman Bharat scheme is implemented across India, but whether to implement it or not depends on the state government. This disconnect affects the benefits that the public should receive from the central government. If there’s no coordination between the state and the center, development is hindered. State governments often hesitate to implement central schemes because they fear that if the centre is the one putting the money, the credit will also go to the central government. Hence, they avoid implementing such schemes in their state.",Linkages,Fiscal_Linkages,Government,BJP,Uttarakhand,"West Bengal, BJP versus Opposition",NA,"Party-Fiscal Overlap, Highlights incentives"
R16,"If people from the same party govern—whether at the local, state, or central level—development work will proceed as a continuous chain. No one will have to depend on or wait for the other. If the state government is aligned with the central government, it becomes easier to receive an NOC or financial aid from the central government. This harmony between state and local governments ensures that development efforts are not disrupted, and resources are not misused.",Linkages,Fiscal_Linkages,Bureaucrat,Neutral,Uttarakhand,Double Engine Government,NA,"Party-Fiscal Overlap, Acknowledges the superior position of the Indian centre"
R20,"That’s natural; it’s part of party politics, but it shouldn’t be that way. I feel there shouldn’t be any discrimination. For example, in 2002, when Narayan Dutt Tiwari became the Chief Minister and Atal Bihari Vajpayee was the Prime Minister at the center, they had a very good relationship. Vajpayee provided funds, and Tiwari skillfully brought that money to the state because he was an intelligent leader. But today, we see situations where there’s tension, especially when different parties govern at the center and in the state. However, I believe that for the democratic system, such pulling and pushing should not happen. The central government should treat states equally and fairly, as they are all part of the country. No state is outside the country, and they too have the right to development.",Linkages,Fiscal_Linkages,Government,INC,Uttarakhand,"Uttarakhand, Uttar Pradesh, Double Engine Government",NA,Party-Fiscal Overlap
R22,"Democracy should ensure equality, but you’ve seen how states like Bihar and Bengal have been treated unfairly. For example, in 2015, the Prime Minister announced a ?25,000 crore package for Bihar during an election rally. If you recall, this was repeated in the 2019 elections. However, not a single rupee of that package has been delivered. The central government is not providing assistance even where it is most needed, such as for clean drinking water, education, or road infrastructure development. They make grand announcements but fail to follow through.",Linkages,Fiscal_Linkages,Party,INC,Uttarakhand,"West Bengal, Bihar, BJP versus Opposition",NA,"Party-Fiscal Overlap, Acknowledges the superior position of the Indian centre"
R22,"The implementation of GST, for instance, has created significant problems. Earlier, we had a separate railway budget, but that too has been eliminated. Previously, we could predict the flow of money—how much would be earned and how it would be spent. But now, there is no clarity.",Linkages,Fiscal_Linkages,Party,INC,Uttarakhand,NA,NA,"Party-Fiscal Overlap, Acknowledges the superior position of the Indian centre"
R1,"Now, during election periods, raids are conducted everywhere. Be it in Madhya Pradesh or Chhattisgarh, where elections were held, raids are ongoing. These actions should have been carried out earlier, not during the elections. This has turned into a way to intimidate and politicize matters.",Subnational_Democracy_Trends,Subnational_Backsliding,Government,SP,Uttar_Pradesh,"Madhya Pradesh, Chhattisgarh, BJP Involvement",NA,Negative Subnational Political Engineering
R1,"Right now, no difference is visible. Today, we are seeing all this “game”— take the ongoing spectacle in Bihar, where efforts are being made to bring Nitish Kumar into the BJP fold. Politics has become a game of ‘jod-tod’ (alliances and maneuvering), and whoever succeeds in this game is considered the ultimate creature of democracy. In today's era, the one who is in power is the one who is elected by the people. So, who are we to spoil it?",Subnational_Democracy_Trends,Subnational_Backsliding,Government,SP,Uttar_Pradesh,"Bihar, BJP Involvement",NA,Negative Subnational Political Engineering
R10,"BJP is trying to drill the democracy: they are trying to destroy the very fabric of democracy in India through lieutenant governors and governors. It is a very notional post, and a governor or NG is, since he is selected and not elected, merely a representative of the President of India. Instead of working with the state, with the advice of the cabinet and the government, they are basically doing whatever the BJP and central government is asking them to do. Be it with West Bengal, be it Punjab wherein they created chaos. Delhi is the brightest example, that’s also what is happening in Pondicherry. Everywhere. Even in Tamil Nadu, when there was a bill passed by the state government, and the BJP-appointed government sat on it for three years and only passed it when High Court slapped them.",Subnational_Democracy_Trends,Subnational_Backsliding,Government,AAP,Delhi,"Delhi, Punjab, Puducherry, West Bengal, Tamil Nadu, BJP Involvement",NA,Negative Subnational Direct Intervention
R10,"What has changed is that the BJP has stopped respecting the federal structure in this country. And if you will not respect the federal structure, it means you will not respect the constitution. The recent example is of Chandigarh. Mayor election took place in Chandigarh. BJP made its man, who had the authority, the Presiding Officer. That man admitted live on camera that he had tampered with the ballot papers. If you are not winning the elections, then you are buying people.",Subnational_Democracy_Trends,Subnational_Backsliding,Government,AAP,Delhi,"Chandigarh, BJP Involvement",NA,Negative Subnational Direct Intervention
R10,"Go to any state: If there is an anti-BJP government, there is competition in democracy but there is chaos in centre-state relations, and if there is a pro-BJP government, then there is peace but there is no governance because they do not have any concept or plan. Before what the BJP was doing, there was a space, this space for the opposition used to be there in states. BJP has been gradually, silently...not just silently, they are not even pretending, they are doing this openly and blatantly, I won’t say silently. They’ve been working very hard to shrink that space for the opposition. They’ve been working very hard to shrink that space for the opposition. For example, a recent example of Madhya Pradesh. Sindhya joined, was lured or threatened, whatever they could do they did it. And now, talks are that the first line of leadership, the ex-CM with his son and ten or twelve past MLAs are going to join the BJP. Space is gone. Where is the Space? There is a public who does not want to vote for the BJP, but there are no leaders who are leading them. There are compartments, but no engine. So, BJP wants to finish them off slowly and bring them to itself in some way or the other, so that they are not opposed there. If they are all singing the same tune in a state, there will be no opposition to them. Then they will do whatever they want.",Subnational_Democracy_Trends,Subnational_Backsliding,Government,AAP,Delhi,"Madhya Pradesh, BJP versus Opposition",NA,Negative Subnational Political Engineering
R10,"But what is the BJP doing? Ajeet Pawar. Hemant Biswa is the greatest example. When Hemant Biswa was in Congress Assam, BJP released a booklet on his thousand crore water scam. The moment he joined the BJP, he became the cleanest. Not just the cleanest one, he became the seniormost member of the BJP in Assam. Subendru Adhikari, Narda Sarda Chit Scam, they all became clean. What was the latest example—Adarsh Ghotala, Ashok Chawan—BJP fought against him tooth and nail but once he joined the party, nothing bad against them remained. So, in this way, by threatening or by tempting people with cash, BJP is killing the soul of democracy and also shrinking the space of the opposition. Which will eventually result in only BJP’s government everywhere else in India and thus no balance of power and thus no democracy because absolute power in a country corrupts absolutely. You see what will be the cascading effect of this.",Subnational_Democracy_Trends,Subnational_Backsliding,Government,AAP,Delhi,"Assam, BJP Involvement",NA,Negative Subnational Political Engineering
R11,"I feel that another major change that is taking place is that…the federal nature, yes, that too is at the risk of being eroded to a considerable extent. And there are centralizing tendencies within the Indian state. It is not that this is happening for the first time, but what we saw from the 1980s till the last decade was that a federal nature of politics was emerging—coalitions, number of parties, different governments in the state. It was very diverse and plural. Now, it is more of a centralized in nature, unitary in nature, and consists of toppling governments or not allowing elected governments to work. All these tendencies are against the federal idea. And this is the other major change that is taking place. Many people are worried about it, like the growing North-South divide or how it will play out in the future, nobody knows. But this is a major reason, I think.",Subnational_Democracy_Trends,Subnational_Backsliding,Media,Neutral,India,"Regional Differences, Federalism",NA,Centralization
R11,"But if it is only one regional aspirant competing in elections, then at the state-level also we are witnessing centralizing tendencies and capture in power...threatening democratic institutions, media, independent voices, even at the state level. They are almost copying the national leader or the national party at the state level. They are trying to finish off the opposition in those states…But if you go to, let’s say, West Bengal. Despite TMC being a regional party, you’ll see all the “undemocratic” tendencies in Trinamool. Because there is no other regional contender, a powerful regional contender.",Subnational_Democracy_Trends,Subnational_Backsliding,Media,Neutral,India,"West Bengal, Opposition Involvement",NA,Key for quotations
R11,"One thing that is clearly visible is that in the states where the BJP has ruled for a long time—like the case of Gujarat or Madhya Pradesh and now at least Uttar Pradesh and wherever they are able to repeat themselves—political competition has reduced considerably. They’re basically one-party states. We can definitely say this about Gujarat. It's a one-party state. The opposition is very weak. Very, very weak. There are no social or political movements. Everything is very controlled. Another model which is emerging in Uttar Pradesh is kind of a “police state,” where an ideologically powerful party is penetrating in different apparatuses of the state and using the state force to crush political dissenters. So, slowly and slowly the trend is visible in UP also, but right now there is still some competition in UP; I would not say that the competition is completely over. But at least in their biggest laboratory Gujarat, it’s a one-party rule. Completely. And it’s an ideological state, which means the whole state and its apparatuses are not indifferent to ideology; they are actually aligned with the ideology of the governing party. From the media to the judiciary to the executive in these states, everything. And slowly, you know, we are witnessing the same things happening in Madhya Pradesh. Next maybe UP if the BJP continues in ten years. Rajasthan may be kind of a sitting duck. It is open to good competition, but Congress is in opposition, and it is a weak opposition. Still, members and parties are changing, so you never know there.",Subnational_Democracy_Trends,Subnational_Backsliding,Media,Neutral,India,"Gujarat, Madhya Pradesh, Uttar Pradesh, Rajasthan, BJP Involvement",NA,"Decline of Political Competition, No Mobilizations, Policing, Institutional Decline"
R12,"No, look, this was also a hot topic today that the Supreme Court took such a dangerous decision that sitting in the Parliament it made Kashmir a Union Territory. Rather, two Union Territories. What is to stop them from making Tamil Nadu a Union Territory? After the judgement of the Supreme Court, if any state protests, then just make it a Union Territory. If you want, you can even make it four union territories. No one challenged the Supreme Court. The Supreme Court was disgraced. Well, Kashmir was a special case—Kashmir had to be integrated, national interest was involved. But has India's democracy and federalism become a waste?",Subnational_Democracy_Trends,Subnational_Backsliding,Bureaucrat,Neutral,Delhi,"Kashmir, BJP versus Opposition, Federalism",NA,Centralization
R12,"His [Modi’s] upbringing is just like this. He's a fascist. Totally fascist thinking. They want an authoritarian regime. That's why we were at the conference since morning on the—one nation, one election, actually federalism. That federalism may soon be in tatters as state power is being captured and the unitary government center is consolidating everything under itself. So, this is an attack on the basic structure of the Constitution. Speaker after speaker expressed concerns on this.",Subnational_Democracy_Trends,Subnational_Backsliding,Bureaucrat,Neutral,Delhi,"BJP Involvement, Federalism",NA,Centralization
R12,"If they come into power in more than half of the states in the future, they will surely make constitutional amendments. Now, if someone says that ""one nation, one election"", it is impossible because five articles of the constitution will have to be changed. But the entire constitution will be changed if they get the majority. So, what good are these five articles? Kashmir was abolished. Kashmir was made a Union Territory, right? And the seal of the Supreme Court was also put on it. Because their modus operandi is to blackmail everyone. They control all the institutions. They will open the files of ED, Income Tax etc., they will find some weakness of theirs, and then tell the Chief Justice that this is all the evidence against you, think about it, then tell us what should be done? This is happening. You should see what the judgements are of last 5-7 years.",Subnational_Democracy_Trends,Subnational_Backsliding,Bureaucrat,Neutral,Delhi,"BJP Involvement, Federalism",NA,"Centralization, Negative Subnational Direct Intervention"
R19,"Federalism is undoubtedly important. We have the central government, the state government, and smaller units like municipal bodies and village panchayats. Each has distinct powers and rights. This diversity strengthens democracy because people elect their representatives through their votes. That’s the beauty of this country: the power lies with the people who choose their representatives. However, if this system is interfered with or manipulated, it becomes inappropriate. Today, there’s a constant talk about breaking governments, and the manner in which legislators and Members of Parliament are being bought is a clear violation of democratic principles. This isn’t democracy—it’s an attempt to shift towards dictatorship.",Subnational_Democracy_Trends,Subnational_Backsliding,Government,INC,Uttarakhand,Federalism,NA,Negative Subnational Political Engineering
R19,"Just look at how elected state governments are being overthrown. Legislators are being encouraged to defect through financial inducements. When a party cannot form a government, they resort to using money to manipulate legislators to switch sides. This is how governments are being destabilized, and it’s a direct assault on democracy. Take the example of Madhya Pradesh: the BJP didn’t win the government; it was the Congress that formed it. Yet, through unethical means, the BJP managed to topple the government. Similar attempts were made in Rajasthan, and the same thing happened in Goa. Even here in Uttarakhand, look at what happened. A legitimately elected government was targeted, and efforts were made to destabilize it by the central government. This sort of interference and the undermining of the federal structure is a direct attack on democracy.",Subnational_Democracy_Trends,Subnational_Backsliding,Government,INC,Uttarakhand,"Madhya Pradesh, Rajasthan, Goa, Uttarakhand, BJP Involvement",NA,Negative Subnational Political Engineering
R19,"Look, BJP and the central government often talk about ""One Nation, One Election."" But if a different party’s government is formed in a state, does that mean the central government has a habit of trying to weaken that state government? They attempt to destabilize it, and if something happens in a state, they impose President’s Rule. But when the state government is functioning smoothly, they resort to breaking legislators apart. They use funds collected through electoral bonds to lure legislators and buy them. Is this appropriate for a healthy democracy? It certainly isn’t, but BJP is actively engaging in such practices.",Subnational_Democracy_Trends,Subnational_Backsliding,Government,INC,Uttarakhand,BJP Involvement,NA,"Negative Subnational Political Engineering, Negative Subnational Direct Intervention"
R22,"It’s about creating trouble and destabilizing their governments. They want to weaken the opposition. Take, for instance, the term ""double-engine government""—what does that even mean? What is this concept of a double engine? There can’t be two engines. The Union of India is a collective of various states, like compartments of a train, following one engine. The engine is singular—whether it’s the Prime Minister or the President—leading the entire system. States like Bengal, Odisha, Tamil Nadu, Kerala, and Gujarat all follow this engine. The idea of a ""double engine"" is nonsensical. It implies a tug-of-war, pulling in different directions, leaving the train stuck in the middle. This double-engine rhetoric has ruined the country. There should be one engine, leading with unity, bringing all the states together. This divisive metaphor has only created chaos in the democratic framework.",Subnational_Democracy_Trends,Subnational_Backsliding,Party,INC,Uttarakhand,"BJP Involvement, Double Engine Government",NA,Negative Subnational Political Engineering
R23,"The federal structure is also under threat. The central government has taken control of many aspects in its own hands, threatening the autonomy of states—whether it’s through taxation or changes in laws. There are many actions currently being taken that threaten the federal system.",Subnational_Democracy_Trends,Subnational_Backsliding,Party,INC,Uttarakhand,"BJP Involvement, Federalism",NA,Centralization
R23,"Look, based on our state’s experience with the double-engine government, it has been very negative. There is no real benefit to it; such announcements are made only with elections in mind. But the states don’t receive any extra advantage. Secondly, it goes against secularism, as I pointed out. Any government, regardless of the ruling party, is chosen by the public, and it deserves its rights and freedom to work. Another negative aspect is the misuse of institutions like the CBI and Income Tax. Many leaders who left BJP faced summons and investigations, but as soon as they rejoined BJP, the actions against them stopped. Investigations and actions are taken only against opposition leaders. Anyone involved in wrongdoing should face consequences, but this does not seem to be the case. This strengthens political defection and similar unethical practices, which is another reason I view this concept negatively.",Subnational_Democracy_Trends,Subnational_Backsliding,Party,INC,Uttarakhand,"Double Engine Government, BJP versus Opposition",NA,Negative Subnational Direct Intervention
R1,"There are many democratic states. I wouldn’t say that no state in India remains democratic, but there has certainly been a decline.",Subnational_Democracy_Trends,Subnational_Stability,Government,SP,Uttar_Pradesh,NA,NA,"Some Decline, Much Stability"
R2,"I think Odisha is one state that I find to be quite democratic. [Why would you say so?] Because the conflict is less between centre and state. It has been under BJD rule for a while, there have not been too many parties as a multi-cornered state. The people stick with one party for the state elections, and they stick with the national party for the national elections. And you don’t hear of conflicts so much.",Subnational_Democracy_Trends,Subnational_Stability,Media,Neutral,Uttar_Pradesh,Odisha,NA,"Party Rule, Less Central Conflict, Less Hostile Politics"
R4,"States can and should preserve their democracy. A Chief Minister is responsible for their state. They have their own rules and authority. For instance, if a central agency wants to conduct an inquiry within a state, it requires the state’s permission. Without the state’s consent, such actions can’t proceed. This is how the federal structure ensures autonomy.",Subnational_Democracy_Trends,Subnational_Stability,Media,Neutral,India,Federalism,NA,"Subnational Autonomy, Federal Provisions"
R4,"State governments are already taking steps. The main question is, who is challenging federalism? There aren’t direct challenges to the federal structure itself. Conflicts usually arise over financial matters, like budget allocations or states feeling they aren’t receiving their fair share of taxes from the central pool. These are economic disagreements, not challenges to the identity of federalism. In India, there hasn’t been an incident questioning the fundamental identity of the federal structure.",Subnational_Democracy_Trends,Subnational_Stability,Media,Neutral,India,Federalism,NA,No Democratic Challenges
R4,"These are two separate things. Financial transactions are one thing, while federalism concerns the autonomy and identity of governance. There’s no direct challenge to governance here. Financial disputes typically revolve around perceptions—one party may feel they received less, while the other claims to have given enough. If unresolved, states can escalate the matter to the courts.",Subnational_Democracy_Trends,Subnational_Stability,Media,Neutral,India,Federalism,NA,"No Democratic Challenges, Less Central Conflict"
R4,"The entire country has improved significantly in terms of elections. The voting situation has changed. The most remarkable change has been the reduction of violence during elections. Ten years ago, it wasn’t uncommon to hear about murders during voting, especially in states like Uttar Pradesh and Bihar. In every region, you’d hear about 10 people dying, five people being killed, or even 20 deaths. That was a common occurrence back then. The fact that such violence has been curbed is a major achievement.",Subnational_Democracy_Trends,Subnational_Stability,Media,Neutral,India,"Uttar Pradesh, Bihar",NA,"No Democratic Challenges, Less Electoral Violence, Less Hostile Politics"
R6,"Democracy in our state [Jharkhand] is good. It is good because, in our state, political rivalry does not turn into personal enmity. The political environment is quite healthy. There are places where, if someone feels threatened, they resort to violence, even to the extent of eliminating people. That kind of culture is extremely dangerous because people take it to an extreme and become determined to destroy others. Nowadays, in some places, politics has started resembling that kind of hostility. But look at a sports field—competitors challenge each other, but before and after the match, they shake hands, right? Even the winner does so. That’s how politics should be—there should be healthy competition. There should be no personal animosity between political leaders. In our state, this kind of respect still exists. However, in central politics, I now see that hostility has increased. People are engaging in extreme rivalry, which is not a good thing. What I am trying to say is that attempts to completely destroy one’s opponent should not be the goal. There should be healthy competition in elections, and there should be fair political fights.",Subnational_Democracy_Trends,Subnational_Stability,Government,JMM,Jharkhand,"Jharkhand, BJP versus Opposition",NA,"Less Electoral Violence, Less Hostile Politics, Healthy Electoral Competition"
R6,"[As you mentioned healthy competition in Jharkhand, do you think this varies across different states?] Yes, it varies. If I look at different states, I consider my own state lucky because the political competition here is still healthy and does not have the kind of extreme hostility seen in some other states.",Subnational_Democracy_Trends,Subnational_Stability,Government,JMM,Jharkhand,Jharkhand,NA,"Less Electoral Violence, Less Hostile Politics, Healthy Electoral Competition"
R6,"I can’t speak too much about other states, because in some places, people are very fickle-minded. If you look at Bihar, for example, what’s happening there? Everything changes so quickly. One day someone is in the BJP, the Chief Minister moves there, then the next day they ally with the RJD to form the government, and then they go back to the BJP. It feels like these changes are only for self-interest—wherever they see personal gain, they shift sides. But look at our state. Our Chief Minister is facing ED raids and all kinds of pressure, yet he is standing firm. He is saying, ""No, we will stick to our ideology. We will not bow down, we will not compromise."" This kind of steadfastness is essential for a healthy democracy.",Subnational_Democracy_Trends,Subnational_Stability,Government,JMM,"Jharkhand, BJP versus Opposition","Jharkhand, BJP versus Opposition",NA,"Party Rule, Leadership, Steadfastness"
R8,"Now, if we look at the trend in recent years, we can see that this has always been the case. Since independence, initially, Congress dominated everywhere—it had a hegemony, with its governments in nearly all states. But later, other governments emerged, led by political parties from different ideological camps. Communist governments came to power, first in Kerala and later in Bengal, where they remained in power for a long time. The Janata Party government was formed in Kerala at one point. Later, socialist governments, representing the ideals of social democracy, also came into power in certain states. So, Indian democracy has never had a unitary character—it has never been exclusively socialist, rightist, or communist. Different states have had governments formed by parties with distinct ideological orientations, while at the center, a different party might have been in power.",Subnational_Democracy_Trends,Subnational_Stability,Civil,SFI,Delhi,"Kerala, West Bengal, Regional Differences, Federalism",NA,Party Rule
R8,"But in states where the ruling party belongs to an opposition camp, there is constant struggle between the center and the state. There is an ongoing power struggle, a continuous political battle. So, the situation is not the same across all states. Bihar has one scenario, Bengal has another, and Kerala has yet another. But ultimately, the dominant forces in India will always be those that rule at the center. Most government policies are dictated by the center, and therefore, democracy does not function in the same way everywhere; its strength and nature vary from state to state.",Subnational_Democracy_Trends,Subnational_Stability,Civil,SFI,Delhi,"Bihar, Kerala, West Bengal, Regional Differences, Federalism, BJP versus Opposition",NA,"Party Rule, Acknowledges the superior position of the Indian centre"
R8,"If we take fundamental rights as a basis, for example, the right to practice any religion, the right to worship in one’s own way, and the right to propagate one's religion—this can be a major parameter. If we look at West Bengal, although it is often accused of Muslim minority appeasement, I consider that to be an incorrect characterization. That state still upholds these rights. The government of Kerala also upholds these rights. At the very least, I can say that the ruling party in Kerala does not discriminate based on religion. The same can be said for Tamil Nadu under the DMK government—they do not discriminate on the basis of religion. However, I cannot say the same for the government of Uttar Pradesh or the government of Assam. These are BJP-ruled states, governed by the right-wing, and their actions exhibit clear religious intolerance, particularly against minorities. This is evident in their actions. When a crime is committed, people from one religious group are arrested and punished, while those from another group are not subjected to the same action. This contrast in governance is visible across states.",Subnational_Democracy_Trends,Subnational_Stability,Civil,SFI,Delhi,"Kerala, West Bengal, Uttar Pradesh, Assam, BJP versus Opposition",NA,"Party Rule, Differences in Fundamental Rights"
R7,"Although India’s Constitution had both federal and centralized characteristics, power was ultimately concentrated at the top, allowing for both its use and misuse. Even today, strong states such as Bengal and several southern states push back against the central government. At times, they assert their autonomy and challenge central authority. However, in practice, the central government still retains the dominant position.",Subnational_Democracy_Trends,Subnational_Stability,Civil,Neutral,India,"West Bengal, Southern States, BJP versus Opposition, Federalism",NA,"Subnational Autonomy, Acknowledges the superior position of the Indian centre"
R10,"That [subnational level] is the place where hope is. The reason why I am saying this is that the more you go local, the more you go to the lower level of democracy, the...bigger narrative is not there. The matters of national policy and foreign policy and economic policies, these don’t matter for elections held in the villages where the local government runs. So, there is scope. If the change starts from there, people start getting concerned, then there will be a day when this change will travel to the top. Local bodies are aligned with the state government. They can work with them. They have no link with the central government.",Subnational_Democracy_Trends,Subnational_Stability,Government,AAP,Delhi,Federalism,NA,"Subnational Autonomy, Regional Issues, Subnational Participation"
R10,"The best way is the more you are granular in terms of the democratic unit, the better you are. The more you decentralize the power, the better kind of democracy you might be able to enjoy. [Why?] Respondent: Because of participation. People's and opposition's participation. Participation is the key to decentralization, isn't it? Whether you are making foreign policies or doing arms deals, the people of the state do not care about it. But if you are addressing their local issues, whether there is a hand pipe or a well or a pond in their street, it has an impact on their life. It is direct. But today even MPs and MLAs do not have participation. How many MPs are doing legislative work inside Parliament, what is their work? Person worship is there, there is one person who is deciding everything. Whatever decisions, policies, which have direct impact, that person should have a say in it. Now, find his way and make him participate. It will start from there.",Subnational_Democracy_Trends,Subnational_Stability,Government,AAP,Delhi,Federalism,NA,"Subnational Autonomy, Regional Issues, Subnational Participation"
R10,"[Do you think the central government has followed the definition of democracy?] No one is doing it, only we are doing it. It is happening only in states, nowhere else.",Subnational_Democracy_Trends,Subnational_Stability,Government,AAP,Delhi,NA,NA,NA
R11,"It seems like, you know, the current trend is showing that they are able to manage the contradictions from the national level. Of course, whenever you are trying to centralize the power in a society, there will be diverse forces from social or political groups. So, there will always be conflict. And if you are managing that conflict by suppressing the counter forces by force, you may not be able to manage for long. That is what...that is history’s lesson. But the issue here is that right now, they are able to manage it through both: number one, through brute force by crushing them through different ways, secondly by managing the social groups, by offering them some share in power. Okay? And giving them the impression that you are a part of the system and you are sharing the power. Like with smaller parties. Despite the fact that BJP is the dominant party, the majority party, they are still taking along a number of smaller players who are succumbing to their ideological narrative and agenda because they just want some share in power. Some seats, either in UP, Bihar, in some other states. They are, you know, managing it. How long will they be able to manage it? That’s the question.",Subnational_Democracy_Trends,Subnational_Stability,Media,Neutral,India,"Federalism, Regional Differences, BJP versus Opposition",NA,"Regional Issues, Coalition Politics, Party Rule, Negative Subnational Political Engineering"
R11,"Because ultimately whenever unitary or centralizing tendencies become most important, powerful, and when they are crushing regional aspirations and diversity, it will get reflected and new contradictions will certainly emerge. Like what we are witnessing in the North-South debates which recently emerged, and a number of Southern states are raising different questions. Like Karnataka and Kerala both raised their own issues about share in central governance, in devolution, about the resources. They are articulating it, and they are challenging the central authority, but let’s see.",Subnational_Democracy_Trends,Subnational_Stability,Media,Neutral,India,"Karnataka, Kerala, Southern States, Regional Differences, Federalism, BJP versus Opposition",NA,Regional Issues
R11,"[You have talked about the North-South divide extensively and even shared some examples of southern states challenging central authority. What effect does this have on Indian democracy?]It’s good for democracy. Because, you know, they are raising the question of, let’s say, resource allocation...politics and democracy is closely linked with power dynamics and resource allocation. So, if they are raising this issue about their share in national pie, I think this is a very democratic issue and nationally, it should be debated and discussed. It will make democracy more vibrant. They are championing their regional aspirations. Ultimately, whenever a regional force or a regional grouping challenges the authoritarian tendencies or centralizing tendencies, it is good for democracy. Democracy is ultimately all about compromises, bargains; it gives space to bargaining as well! So, when a state or its political forces or elites are asking to bargain with the centre, I think it is part and parcel of democratic politics.",Subnational_Democracy_Trends,Subnational_Stability,Media,Neutral,India,"Federalism, Regional Differences, BJP versus Opposition",NA,"Regional Issues, Subnational Autonomy"
R11,"In certain states, yes, democratic politics is very competitive at the regional level. So, take the case of Tamil Nadu, where two major regional parties are competing with each other, and it is a fierce competition. For democracy to survive, you need fierce, competitive politics…But in certain states, if there are two or three major forces. Like take the case of Kerala. UDF and NDF, these are the two major alliances, and it is very competitive, and that’s why democracy is flourishing, be it Kerala or Tamil Nadu.",Subnational_Democracy_Trends,Subnational_Stability,Media,Neutral,India,"Tamil Nadu, Kerala, Regional Differences",NA,Healthy Electoral Competition
R11,"Outside of some aberrations—no state is without aberrations—but one example to me is of Kerala where more-or-less democracy is very stable despite the national level, divided into two coalitions, and with very competitive politics. The decision or “who will win the power” is decided by almost 3-4% shift in votes in Kerala. So, it is very competitive. And there are many smaller organizations within those coalitions, and coalitions are formed on the basis of ideological plank and program, and there are trade unions, there are student unions, there are other institutions that are also very active in counterbalancing there. So, I think Kerala is one good example of this stability. More or less, despite some aberrations again, in Tamil Nadu also politics is democratic. I think in Bihar also, but to a lesser degree, it’s competitive in allowing just the number of players and actors to make it more diverse. Despite some inconsistencies and contradictions, Bihar is more-or-less very competitive. That is how we know if a state is democratic—if the opposition is powerful, vibrant, fixing the accountability in government, we can say that democracy is flourishing despite a lot of problems at the national level. We cannot remove what is happening at the national level completely, of course. But these are still a few states where you can see very competitive politics. Broadly, I think Maharashtra is also more-or-less...there is some fluidity but despite that it’s competitive. In North India, Rajasthan, Punjab are very competitive. The nature of politics in Punjab is such that a new entrant won the elections last time. That shows that democracy is still vibrant—allowing new parties to come, so Punjab can also be a good example of regional democracy. There are a number of farmers’ movements and other student politics as well, labour movements. Apart from the political parties, these are also very powerful.",Subnational_Democracy_Trends,Subnational_Stability,Media,Neutral,India,"Kerala, Tamil Nadu, Bihar, Maharashtra, Rajasthan, Punjab",NA,"Regional Issues, Healthy Electoral Competition, Subnational Participation, Mobilization "
R11,"So, take the case of Kerala, Tamil Nadu like before, where we have seen social and political movements. Like the Dravidian movement in Tamil Nadu. Or left movements in Kerala. Or, you know, in Bihar, socialist, communist, movements of landless peasants, they played a very important role in creating this awareness, this political awareness, and asking for their share in politics and power. So, the assertion of OBCs or Dalits, through their own political mobilization. Bihar mai bhi aap history dekho, toh I think from the mid 60s, different caste groups, they have started asserting themselves. And as I said before the Dravidian movement in Tamil Nadu. It created a kind of “awakening”, unity among masses..and also championed certain causes, which gave expression to the aspirations of the common public there or people or voters. This kind of social and political mobilization has not happened in many states. Wherever it was a feudal society for a long time, there was no movement in the society. You know, politics always reflects if there are churnings happening within the social groups. So, this was seen in Bihar, but it was not seen that much in UP. It was not seen at all in states like Madhya Pradesh and Rajasthan. Kings and princes dominated for a very long time, that is why kings and princes are still very important and powerful in the politics of these states. But it could not happen in Bihar, the landlords could not function because the social mobilization from below played a very important role in changing the nature of political competition. This is what I think, through mass organizations, students, labour unions, farmers, landless peasants. All these factors are important. Wherever all these kinds of socio-political movements arose, they created space for new forces. And it certainly, you know, stirred the political stability in those states and gave opportunities to new forces. And whenever these new forces, new social groups, new parties are coming and the system is allowing, that shows the strength of your democracy.",Subnational_Democracy_Trends,Subnational_Stability,Media,Neutral,India,"Kerala, Tamil Nadu, Bihar, Madhya Pradesh, Rajasthan, Uttar Pradesh",NA,"Regional Issues, Subnational Participation, Mobilization"
R12,"Not all of the states are threatened. Basically, there is only one central leader in India—Modi. No one exists except Modi. So, everything is Modi-centric. Even in some BJP states, the situation is not that bad. Although, even Yogi in UP is authoritarian. But they [BJP state leaders] are not so bad and so dictatorial as this guy Modi, which is getting reflected in our indexes.",Subnational_Democracy_Trends,Subnational_Stability,Bureaucrat,Neutral,Delhi,"Uttar Pradesh, BJP Involvement",NA,"Quotes that the situation is not that bad even in some BJP states, Party Rule"
