Interview_ID,Response,Respondent_Type,Respondent_Affiliation,Location,States_Mentioned,Variables_Referenced,Relationship_Type,Direction_of_Effect,Causal_Path,Channel,Outcome_Reference,Importance_Rating
R1,"Right now, no difference is visible. Today, we are seeing all this “game”— take the ongoing spectacle in Bihar, where efforts are being made to bring Nitish Kumar into the BJP fold. Politics has become a game of ‘jod-tod’ (alliances and manoeuvring), and whoever succeeds in this game is considered the ultimate creature of democracy. In today's era, the one who is in power is the one who is elected by the people. So, who are we to spoil it?",Government,SP,Uttar_Pradesh,Bihar,CoalitionPolitics,Causal,DecreasesDemocracy,Coalition government -> coalition partner gets coopted by autocratizing party -> breaks opposition government -> subnational backsliding,Electoral;Legislative,NA,3
R2,"In a national election, of course the prime ministerial candidate becomes very important, and they do enter alliances with states where they are not very strong. So, what they do, like in Tamil Nadu, they will have an alliance with AIADMK or DMK, this is how it happens.",Media,Neutral,Uttar_Pradesh,Tamil_Nadu,CoalitionPolitics,Mechanism,Both,Autocratizing party weak in certain states -> enters coalition with regional parties -> regional party may moderate autocratizing party -> subnational stability;Autocratizing party weak in certain states -> enters coalition with regional parties -> regional party may get coopted by autocratizing party -> subnational backsliding,Electoral;Legislative,NA,2
R10,"If you are not winning the elections, then you are buying people. 2014 onwards, BJP ne 270, one minute, I will give you the precise data. Since 2014, 253 candidates from the opposition parties—when I say candidates, they might be MLA/MP candidates—have joined the BJP. Why? Because they are beautiful or lovely? No. They are either being threatened that they will be raided by the CBI or jailed, or they are given cash.",Government,AAP,Delhi,NA,CoalitionPolitics,Causal,DecreasesDemocracy,Autocratizing party buys out opposition candidates -> subnational backsliding,Electoral;Legislative,NA,3
R10,"Yeah, defection is a part of the democracy defined in our books. And to address that problem, there is an anti-defection law. But what is the BJP doing? Ajeet Pawar. Hemant Biswa is the greatest example. When Hemant Biswa was in Congress Assam, BJP released a booklet on his thousand crore water scam. The moment he joined the BJP, he became the cleanest. Not just the cleanest one, he became the seniormost member of the BJP in Assam. Subendru Adhikari, Narda Sarda Chit Scam, they all became clean. What was the latest example—Adarsh Ghotala, Ashok Chawan—BJP fought against him tooth and nail but once he joined the party, nothing bad against them remained. So, in this way, by threatening or by tempting people with cash, BJP is killing the soul of democracy and also shrinking the space of the opposition. Which will eventually result in only BJP’s government everywhere else in India and thus no balance of power and thus no democracy because absolute power in a country corrupts absolutely. You see what will be the cascading effect of this.",Government,AAP,Delhi,Assam;Northeast,CoalitionPolitics,Causal,DecreasesDemocracy,Opposition candidates deemed controversial by autocratizing party -> autocratizing party coopts opposition candidates and deems them uncontroversial -> space for opposition shrinks -> subnational backsliding,Electoral;Legislative,NA,4
R10,"I mean out of all the people who joined, two hundred and twenty are from Congress. Which shows what kind of integrity you have. But most of them have been threatened. Of course, their past must not have been clean ones, that’s why they are scared of the BJP or being raided by the CBI. But BJP is using it as leverage. I mean had you been honest and against those who are corrupt, why would the same corrupt people join your party and then become clean once they join? Why are you not putting those who join your party in jail?",Government,AAP,Delhi,NA,CoalitionPolitics,Mechanism,DecreasesDemocracy,Opposition candidates deemed controversial by autocratizing party -> autocratizing party coopts opposition candidates and deems them uncontroversial -> space for opposition shrinks -> subnational backsliding,Electoral;Legislative,NA,3
R11,"But the issue here is that right now, they are able to manage it through both: number one, through brute force by crushing them through different ways, secondly by managing the social groups, by offering them some share in power. Okay? And giving them the impression that you are a part of the system and you are sharing the power. Like with smaller parties. Despite the fact that BJP is the dominant party, the majority party, they are still taking along a number of smaller players who are succumbing to their ideological narrative and agenda because they just want some share in power. Some seats, either in UP, Bihar, in some other states. They are, you know, managing it. How long will they be able to manage it? That’s the question.",Media,Neutral,India,NA,CoalitionPolitics,Causal,Both,Autocratizing party enters coalition with regional parties -> regional party may moderate autocratizing party -> subnational stability;Autocratizing party enters coalition with regional parties -> regional party may get coopted by autocratizing party -> subnational backsliding,Electoral;Legislative,NA,5
R13,"Additionally, there’s another trend we’re seeing: for example, when independent candidates win elections, they often act divided and at odds with one another during the campaign. But as soon as the election results are announced, they quickly align themselves with the ruling party, regardless of who forms the government. Take Uttarakhand as an example. There’s a regional party here that aligns with whichever party is in power. If the Congress forms the government, they join hands with Congress—even if only two or three of their MLAs win. Similarly, when the BJP is in power, they align with the BJP. Independent candidates also behave this way. Out of those who win—whether it’s one, two, or three—they negotiate their way into power, often bargaining for ministerial positions. Ultimately, the primary aim for everyone seems to be to cling to power. This behavior underscores the objective of securing a position within the ruling framework, regardless of ideological consistency or voter mandates.",Party,BJP,Uttarakhand,Uttarakhand,CoalitionPolitics,Mechanism,Both,Regional parties want to cling to power -> not enough seats to form their own government -> if oppostion wins support them -> subnational stability;Regional parties want to cling to power -> not enough seats to form their own government -> if autocratizers wins support them -> subnational backsliding,Electoral;Legislative,NA,4
R19,"Look, BJP has a government in Assam, but in many other Northeastern states, it’s mostly coalition governments. Coalition governments are formed from time to time.",Government,INC,Uttarakhand,Northeast,CoalitionPolitics,Descriptive,Both,Autocratizing party weak in certain states -> enters coalition with regional parties -> regional party may moderate autocratizing party -> subnational stability;Autocratizing party weak in certain states -> enters coalition with regional parties -> regional party may get coopted by autocratizing party -> subnational backsliding,Electoral;Legislative,NA,3
R19,"Similarly, the INDIA Alliance has been formed. In this alliance, some people have already shown their true colours. Take Bihar’s Chief Minister, for instance. He once vowed never to align with communal forces but later changed his stance. That’s the beauty of democracy—if someone doesn’t align with such an alliance, they can step away.",Government,INC,Uttarakhand,Bihar,CoalitionPolitics,Causal,DecreasesDemocracy,Coalition government -> coalition partner gets coopted by autocratizing party -> breaks opposition government -> subnational backsliding,Electoral;Legislative,NA,4
R22,"India’s democracy is known for its stability, where a person is elected for five years, along with their chosen alliance. Look at Himachal Pradesh, where six MLAs were bought off, reducing a majority government to a minority. This tradition of destabilizing governments by manipulating legislators is harmful. They say they haven’t misused Article 356 of the Constitution, but what’s happening now is far more dangerous than Article 356. By purchasing MLAs, forcing them to resign, and triggering re-elections, they are toppling governments. This practice is setting a dangerous precedent for democracy.",Party,INC,Uttarakhand,Himachal_Pradesh,CoalitionPolitics,Causal,DecreasesDemocracy,Coalition government -> coalition partner gets coopted by autocratizing party -> breaks opposition government -> subnational backsliding,Electoral;Legislative,NA,4
R4,"Democracy and state governance will also improve. I tell young people: if you want to progress—have a good job, ensure your children’s and parents’ happiness, and own luxurious possessions—you cannot expect the country to fail. A better individual life leads to a better nation. It’s illogical to think that one can thrive while the country declines. Development, politics, and democracy all progress together, even if we sometimes criticize the system.",Media,Neutral,India,NA,EconomicDevelopment,Descriptive,IncreasesDemocracy,Development of individuals -> development of the nation -> subnational stability,Economic,NA,2
R4,"Most of the control lies with the state. If a state lacks resources or is financially weak, it affects development. For example, infrastructure development like roads is not something villages can handle—it’s a job for cities or the state. The absence of a single road can change everything. On the other hand, the construction of a road can transform a region. If a good road is built through an area, it empowers the surrounding villages, makes commuting easier, and increases income opportunities for the people",Media,Neutral,India,NA,FiscalDependence;EconomicDevelopment,Causal;Mediating,Both,Resources with the state -> development -> subnational stability or backsliding,Economic,NA,3
R4,"State governments are already taking steps. The main question is, who is challenging federalism? There aren’t direct challenges to the federal structure itself. Conflicts usually arise over financial matters, like budget allocations or states feeling they aren’t receiving their fair share of taxes from the central pool. These are economic disagreements, not challenges to the identity of federalism. In India, there hasn’t been an incident questioning the fundamental identity of the federal structure. These are two separate things. Financial transactions are one thing, while federalism concerns the autonomy and identity of governance. There’s no direct challenge to governance here. Financial disputes typically revolve around perceptions—one party may feel they received less, while the other claims to have given enough. If unresolved, states can escalate the matter to the courts.",Media,Neutral,India,NA,PartyRule;FiscalDependence,Descriptive;Descriptive,NA,Party rule shapes perceptions of funding from the centre -> recourse through courts,NA,NA,3
R5,"One example is the implementation of GST—Goods and Services Tax—under the concept of ""One Nation, One Tax."" But even now, GST does not fully exist in that form because there are still many essential products—such as oil, food items, and LPG—that remain outside the GST framework, simply because the government sees significant revenue potential in them. When it comes to everyday consumer goods, we have ""One Nation, One Tax,"" but when it comes to government earnings, we do not. You must have noticed when you pay taxes, it is labeled as GST and CST—both exist together. GST is divided into two parts: a percentage goes to the central government, and a percentage goes to the state government. Now, what happens is that all of this collected tax first goes directly to the central government’s account. The central government is then responsible for transferring the states' share of tax revenue back to them. The complaint of opposition-led state governments is that they do not receive their funds on time. If states do not receive their rightful share of tax revenue on time, how will development take place? How will democracy function properly? So, the system itself is well-designed—GST, too, is a fantastic system—but now imagine if you were supposed to receive your money six months late. Think about the kind of financial strain that would create for you. This is what I am saying—our system, as it was originally designed, is excellent.",Media,Neutral,India,NA,FiscalDependence;EconomicDevelopment,Causal;Mediating,Both,Correct implementation of fiscal transfers -> economic development of the state -> subnational stability;Incorrect implementation of fiscal transfers -> state unable to carry out proper development -> subnational backsliding,Economic,NA,3
R8,"In a democracy, even survival requires money—for conducting political campaigns, contesting elections. That funding comes once you are in power.",Civil,SFI,Delhi,NA,EconomicDevelopment;OppositionStrength,Causal;Mediating,IncreasesDemocracy,Economic development of the opposition -> more leverage against the centre -> subnational stability,Economic,NA,3
R9,"The benchmark for any country’s progress is the development of every citizen. India is moving towards becoming a developed nation, and I don’t see major challenges to our democracy",Party,BJP,India,NA,EconomicDevelopment,Descriptive,IncreasesDemocracy,Development of individuals -> development of the nation -> subnational stability,Economic,NA,2
R9,"Look, we are bridging the development gap steadily. Let me give you an example. Have you ever been to the Northeast? [Yes, I’ve visited Assam, Meghalaya, and Manipur]. So, that means you’ve been to Guwahati and Shillong, right? Let me tell you, that doesn’t represent the entire Northeast. For instance, in 2012-13, during a demonstration we held advocating for the implementation of the Swaminathan Commission's recommendations, we gathered state presidents and general secretaries of the BJP Kisan Morcha. During this discussion, someone from Arunachal Pradesh pointed out, ""Sir, we don’t even have trains in our region. What are we supposed to block in a 'rail roko' protest?"" Fast forward to today, Arunachal Pradesh has four airports, and train connectivity has significantly improved. Similarly, Meghalaya now has an airport, and Sikkim too. This is progress. The Prime Minister refers to the remotest village not as the ""last village"" but as the ""first village."" We’re focusing on developing border areas, building hospitals, schools, and infrastructure to prevent migration and strengthen our borders.",Party,BJP,India,Northeast,EconomicDevelopment,Causal,IncreasesDemocracy,Development of the region -> subnational stability,Economic,NA,3
R9,"When infrastructure is robust, employment opportunities increase automatically. Under PM Modi’s leadership, there’s a strong focus on connectivity and infrastructure development. This effort is particularly evident in northeastern states. Development reduces insurgency and terrorism because when people have opportunities, they are less likely to be drawn toward disruptive activities.",Party,BJP,India,Northeast,EconomicDevelopment,Causal,IncreasesDemocracy,Development of the region -> increased employment -> less likely to be drawn to disruptive activities -> subnational stability,Economic,NA,4
R9,"There is a symbiotic relationship between development and democracy. By symbiotic, I mean that one cannot truly exist without the other—they are interdependent. [Why do you think they are so interconnected? Could you elaborate?] Democracy means giving everyone the freedom to voice their opinions and concerns. However, democracy alone cannot satisfy people's needs without development. When development occurs, people’s grievances naturally reduce, and the voices of dissatisfaction start diminishing. That’s why development must progress hand-in-hand with democracy. Without development, democracy would lose its essence because it would fail to address the needs of the people.",Party,BJP,India,NA,EconomicDevelopment,Causal,IncreasesDemocracy,Development of the region -> addresses the needs of people -> reduces grievances -> subnational stability,Economic,NA,5
R13,"Additionally, states rely heavily on funding and budgets allocated by the center. Many developmental plans and schemes are decided by institutions like the NITI Aayog. There are also central departments operating within states. If there is a lack of coordination or conflict between the center and the state, as seen in certain instances, it hampers the developmental progress of the state. In summary, while states have a degree of autonomy, their functioning is closely linked to and dependent on the center, and any discord can negatively impact governance and development.",Party,BJP,Uttarakhand,NA,FiscalDependence;EconomicDevelopment,Causal;Mediating,Both,Fiscal dependence or independence of states -> more or less development -> subnational stability or backsliding,Economic,NA,3
R16,"If people from the same party govern—whether at the local, state, or central level—development work will proceed as a continuous chain. No one will have to depend on or wait for the other. If the state government is aligned with the central government, it becomes easier to receive an NOC or financial aid from the central government. This harmony between state and local governments ensures that development efforts are not disrupted, and resources are not misused…Take Bengal and the centre, for example. The Ayushman Bharat scheme is implemented across India, but whether to implement it or not depends on the state government. This disconnect affects the benefits that the public should receive from the central government. If there’s no coordination between the state and the center, development is hindered. State governments often hesitate to implement central schemes because they fear that if the centre is the one putting the money, the credit will also go to the central government. Hence, they avoid implementing such schemes in their state.",Bureaucrat,Neutral,Uttarakhand,West_Bengal,PartyRule;FiscalDependence;EconomicDevelopment,Causal;Mediating;Mediating,Both,Same party at the centre and state -> continuous fiscal chain -> greater development opportunities -> subnational stability;Different parties -> discord in fiscal transfers -> impaired development -> subnational backsliding,Economic,NA,3
R18,"Look, democracy is an integral part of development, and development is an integral part of democracy. If, in a democracy, we work towards taking society to greater heights, then our democracy must be strong—and today, it is strong. For example, under the leadership of our country's Prime Minister, Modi Ji, our nation has strengthened and reached new heights.",Government,BJP,Uttarakhand,NA,EconomicDevelopment,Descriptive,IncreasesDemocracy,Development -> subnational stability,Economic,NA,2
R20,"That’s natural; it’s part of party politics, but it shouldn’t be that way. I feel there shouldn’t be any discrimination. For example, in 2002, when Narayan Dutt Tiwari became the Chief Minister and Atal Bihari Vajpayee was the Prime Minister at the center, they had a very good relationship. Vajpayee provided funds, and Tiwari skillfully brought that money to the state because he was an intelligent leader. But today, we see situations where there’s tension, especially when different parties govern at the center and in the state. However, I believe that for the democratic system, such pulling and pushing should not happen. The central government should treat states equally and fairly, as they are all part of the country. No state is outside the country, and they too have the right to development.",Government,INC,Uttarakhand,NA,PartyRule;FiscalDependence;EconomicDevelopment,Causal;Mediating;Mediating,Both,No fiscal discrimination against opposition states -> greater development -> subnational stability;Discrimination against opposition states -> lesser development -> subnational backsliding,Economic,NA,3
R22,"Democracy should ensure equality, but you’ve seen how states like Bihar and Bengal have been treated unfairly. For example, in 2015, the Prime Minister announced a ₹25,000 crore package for Bihar during an election rally. If you recall, this was repeated in the 2019 elections. However, not a single rupee of that package has been delivered. The central government is not providing assistance even where it is most needed, such as for clean drinking water, education, or road infrastructure development. They make grand announcements but fail to follow through. The biggest problem is that there’s no transparency. Where is the money going? No one knows. Our economy today is running on debt. The implementation of GST, for instance, has created significant problems. Earlier, we had a separate railway budget, but that too has been eliminated. Previously, we could predict the flow of money—how much would be earned and how it would be spent. But now, there is no clarity. The entire economy is running on loans from the market, and no one is addressing this issue. This lack of financial accountability is one of the most significant challenges facing democracy today.",Party,INC,Uttarakhand,Bihar;West_Bengal,PartyRule;FiscalDependence;EconomicDevelopment,Causal;Mediating;Mediating,DecreasesDemocracy,Discrimination against opposition states -> lesser development -> subnational backsliding,Economic,NA,4
R22,"There will undoubtedly be further declines, even worse than now, if the country doesn’t improve its economy, eradicate unemployment, end hunger, and provide states with the autonomy and rights they need. Without strengthening these institutions, declines are inevitable. Look at our banks—many have gone bankrupt. Billions in loans have been waived for industrialists, about ₹16 lakh crore. This is the people’s money, yours and mine. You’re studying at Oxford, so tell me, what changes do you observe? You must have studied here before you went there. Economically, educationally, socially—these are the three factors. You know better than me. Take Bihar, for instance—one person has been the Chief Minister for 20 years, promising pothole-free roads. You were probably a child then. Today, look at the state of Bihar. Highways are being built, but we pay ₹1000 in tolls to travel to Delhi on roads built with public money. Isn’t the government meant to work for the people?",Party,INC,Uttarakhand,Bihar,EconomicDevelopment,Mechanism,DecreasesDemocracy,Less development -> subnational backsliding,Economic,NA,3
R5,"We have been programmed this way [referring to identity-based voting], and this cannot be removed from Indian society. It is deeply rooted. One major reason behind this is our literacy rate. Now, if we exclude one or two well-performing states, India's literacy rate is around 60%. But even within that 60%, how many are truly literate? They hold degrees, but do they really have knowledge? So even within that 60% literacy rate, only 10% can be considered truly literate. The remaining 54% are simply degree-holders. There are two words—one is literate, and the other is degree-holder. Until India achieves 100% true literacy, these issues will not be resolved. And even when someone tries to bring up these issues and educate people, they are immediately labeled—“Oh, he is a leftist,” or “He is this, he is that.” So there are two or three fundamental issues here. Until India achieves complete literacy, it is impossible to remove these divisions. And frankly, I do not think it is possible to remove them at all.",Media,Neutral,India,NA,Literacy,Mechanism,IncreasesDemocracy,Increased literacy -> reduced polarization -> subnational stability,Awareness;Electoral,NA,3
R12,"Many poor people have only one power...they are so poor and powerless, the only power they have is the vote and they know it! And they make use of this power, which is why you’ll find their turnout in elections is a lot more than educated people. Educated people are the opposite, not only they don’t come, but they brag that I have never voted in my life.",Bureaucrat,Neutral,Delhi,NA,Literacy;Mobilization,Descriptive;Descriptive,Both,Poor people -> voting as the only power -> increased electoral participation -> subnational stability;Educated people -> voting taken for granted -> reduced electoral participation -> subnational backsliding,Electoral,NA,3
R22,"The biggest focus should be on quality education and raising awareness about people's rights. If you cannot satisfy people educationally, I don’t think the country can make significant progress or move forward effectively.",Party,INC,Uttarakhand,NA,Literacy,Descriptive,IncreasesDemocracy,Literacy -> subnational stability,Awareness,NA,2
R2,"Oh, the media plays a very important role because every political party comes with their manifestos. Whether they have implemented or not is a different thing [laughs]. People get to know about their manifestos. If you travel the countryside, you will find people—one person reading out from the newspaper the news of the day over a cup of tea and then, you know, at a tea stall or at any common area where people assemble in the morning and then they discuss politics. There will be arguments, some would say things. And usually, in those groups you would have political people—different party supporters—and they would also join those discussions, and you can have heated arguments. So, newspapers for instance have a very important role because they share the information, they share what the political party is doing, and sometimes they also question what those promises are. They also get to know about where they have to go if they can talk about not having their names in the ballot papers. So, there’s a lot of things that a piece of newspaper can facilitate. But gradually, I think that the electronic media and the social media is taking over the print media. But even today, in the countryside, you must go and have a look at a dhaba store, at a tea store, you will find one person reading a newspaper and generally to four-five-ten-hundred people.",Media,Neutral,Uttar_Pradesh,NA,Media,Mechanism,IncreasesDemocracy,Reports on manifestos and party promises -> increases awareness,Awareness,NA,4
R2,"During COVID, newspapers were writing about the hospitals, the oxygen shortage, everything. And it impacted the working of the government at the time. Sometimes, I don’t mind claiming that we [media personnel], at the personal level, if it is a public issue, we do tell the government that look, this is a wrong thing that you are doing. I will give you an example. It was Mandir. The Allahabad High Court was supposed to deliver the Ayodhya judgement, and some of us thought that the reporting should be perfect. Not a line should go wrong, otherwise the country would burn. “Babri to be removed.” “Temple not possible.” You would have very, very wild repercussions. Whatever is reported should be reported correctly. So, we met a senior judge, the three or four of us, and we told him that we wanted a judgement in our hands and a sign-off. The problem is that the judgement runs into thousands of pages, nobody has the time to read. There is a competition to flash the breaking news. He got the point, but he said it is not possible for us to create a synopsis. We also told him to not allow any phones in the courtroom because that could spread misinformation like through WhatsApp. We also told him to send a copy of the judgement to the editors. So, the media has a very important role to play. In forming public opinion, in guiding people to the “right” direction to say look, this is what is happening in your life, in hospitals, in schools.",Media,Neutral,Uttar_Pradesh,NA,Media,Mechanism,IncreasesDemocracy,Checks government actions;Forms public opinion;moderates sensitive issues,Awareness,NA,4
R2,"Look, right now the media—you must have heard the word “Godi Media” --people find the media very, very pro-government. They say it is because the media has become a business and all that stuff. I think it’s not just now. Media freedom is one thing, but there is economics also let’s be very frank about it. But that should not mean that you favour the government. Still, it is what a section of the public feels. Media is a bit biased towards the government. Today when you talk about the public, it is in sections. Somebody asked me, why do you have five copies on Yogi? I said, he did ten programs that day, all ten programs are important, what do I do? If the opposition also makes moves equally, we will do that also. But yes, to some extent, the media is also divided right now. I look at YouTube and social media where there are two extremes right now. One is in favour and one is against. I think there is a need for balanced work going forward.",Media,Neutral,Uttar_Pradesh,NA,Media,Mechanism,Both,Reporting can be biased in favour of the autocratizers;Counter reporting has often emerged in online spaces,Awareness,NA,3
R4,"The role of the media is to execute the true essence of democracy. This means highlighting policies and actions that are effective, exposing shortcomings or failures, and supporting execution where necessary. Media should focus on both successful implementations and areas where policies are flawed.",Media,Neutral,India,NA,Media,Mechanism,IncreasesDemocracy,Report on effective actions;highlight shortcomings and failutres;balance reporting,Awareness,NA,3
R4,"This exposed three things: The execution gap: The villagers were accomplishing what the government should have been doing. Corruption in the system: The stark difference between ₹3.75 lakh and ₹16 lakh highlighted inefficiency and misuse of funds. Punctuality: The villagers promised to finish in 15 days, while the government estimated two and a half months. Publishing this story had an immediate impact. The Chief Minister took notice the very next day, and the matter was resolved. This is how vigilant and proactive media can help democracy by supporting execution, exposing corruption, and ensuring accountability.",Media,Neutral,India,NA,Media,Mechanism,IncreasesDemocracy,Supports execution of policies,Awareness,NA,3
R4,"The situation abroad is different because they emphasize internal democracy—whether in the media or within political parties. In India, internal democracy within parties is largely absent. Bureaucratic systems not only govern the administration but also dominate political parties. When media talks about democracy, internal democracy is often the biggest question. If we want to see change, we need to introduce internal democracy within institutions, including political parties and media organizations. Internal democracy is the foundation for a stronger overall democratic system…The media also needs internal democracy. It needs to work on improving its internal structures and processes. When there is democracy within the media, only then can it reflect and promote democracy outside. Media needs to focus on establishing ‘democracy within the media.’",Media,Neutral,India,NA,Media,Descriptive,IncreasesDemocracy,Media needs internal democracy to be effective,NA,NA,3
R4,"Media has become more outspoken and improved significantly. Earlier, information didn’t reach us as effectively. Now, with the rise of social media and various platforms, people are sharing all kinds of information. However, this comes with its own challenges—misinformation often acts as a ""knock."" It grabs your attention, and then you verify and investigate it, leading to the emergence of the correct facts. In this sense, media has become more alert and conscious than before",Media,Neutral,India,NA,Media,Mechanism,Both,Social media can grab attention -> can be used against autocratizers -> can also spread misinformation,Awareness,NA,4
R4,"The big questions about democracy—where do they arise? If questions are raised, it’s the media that brings them up. No one else raises them. Media serves as the medium. Why do we call ourselves media? Because we are an organized medium. You too can post something on Twitter, and that makes you media as well. But we are organized media. For instance, if you write something on Twitter, we follow that too, along with our own work. Our role is to bring issues to the forefront, build conversations, and bring crowd-formed concerns into focus. Nowadays, there are so many platforms that it’s impossible to hide issues. If a fire breaks out in Lucknow and two people die, you can’t cover that up. If there’s a scandal involving a politician’s collection of funds, it may initially be hidden, but someone will eventually post it on Twitter, and everything will come out.",Media,Neutral,India,NA,Media,Mechanism,IncreasesDemocracy,Asks big questions about democracy;Exposes systemic failures,Awareness,NA,4
R4,"There was a case in Mirzapur, Uttar Pradesh, where four people were imprisoned on charges of sedition. When the case reached the High Court, it was revealed that they had been detained based on a fake document. The police and the entire system failed to verify the authenticity of the document. The media played a critical role here. Newspapers continuously followed the case, uncovering that the judgment was fake, and these individuals were wrongfully imprisoned. Eventually, all four people were released, and the High Court declared that the charges were baseless. This raised significant questions: Why didn’t the officers involved verify the document? Was it not their responsibility to check the authenticity of such an important judgment? The media's reporting brought these issues to light, and ultimately, action was taken against the officials involved. This case highlights how vigilant media reporting can expose systemic failures and protect democratic practices.",Media,Neutral,India,NA,Media,Causal,IncreasesDemocracy,Media reporting helped in the release of activists wrongfully charged with sedition,Awareness,NA,5
R4,"Yes, for example, during the Ram Janmabhoomi-Babri Masjid verdict, there were fears of riots. Anticipating this, we at our newspaper ran a campaign the next day across all major publications, urging peace. We held meetings in our offices, bringing together Hindu, Muslim, and other community leaders along with administrators. We emphasized unity and asked everyone to ensure there were no riots. Our efforts contributed, in some way, to the peace that prevailed nationwide during that time.",Media,Neutral,India,NA,Media,Mechanism,IncreasesDemocracy,Moderates sensitive issues,Awareness,NA,4
R4,"Media will undergo significant transformations due to technological advancements. Ten years ago, we couldn’t have imagined the scale of digital data we have today. Now, automation and artificial intelligence are shaping media operations. Technology drives societal changes, alters communication methods, and, in turn, influences media. These changes will be for the better.",Media,Neutral,India,NA,Media,Descriptive,NA,Technological changes within the media,NA,NA,2
R5,"And the way the media has changed, there is a reason behind it. Look at me, for example. I am currently in Kolkata and have been here for the past eight days. These days, everything runs on a dynamic pricing model, and on average, I am paying 8,000 per day for my hotel stay as a single individual. I have a team of two or three people with me, so calculate it—the company is spending about 20,000 to 25,000 per day on me alone, covering my transport, meals, laundry, and everything else. And there are thousands of people like me in the media industry. Now, where does all this money come from? The Indian media gets its money directly from the government. How? The government provides funds under the pretext of advertisements. This is the primary source of income for the media. The secondary source is private advertisers, but even they are, in some way, influenced by the government because many of them are dependent on the state for various things. If the government signals them to cut funding to a particular media house, they will. You recently saw an example with NDTV, didn't you?",Media,Neutral,India,NA,Media,Mechanism,DecreasesDemocracy,Media funding controlled by the government,NA,NA,3
R5,"So, in today's time, what we call the media is no longer the fourth pillar of democracy. We are just employees, working for a paycheck. The reality is that, based on my own experience—and not just mine, but that of many others in the field—after speaking a single word, we have to second-guess ourselves: ""Did I say something wrong? Did I offend someone?"" This is what Indian media has become today. You cannot even call it media anymore. Media should mean something else. Let me tell you a story. About 8-10 years ago, I was at the Supreme Court. A senior BJP leader was there—not a very big name at the time, but today he is a Rajya Sabha MP. Back then, he was just a spokesperson. I asked him a question, and he answered it because it suited him. But when I asked a cross-question, which he didn’t like, he didn’t respond. Instead, he said something else. He said, ""Oh, by the way, I spoke to your boss yesterday. He was looking for you."" What was he implying? That I should know my place. You understand, right? This is what Indian media has become. Just look around—this is Indian media. Either you are on one side or the other. No one is standing in the middle, in what is called an impartial position. That middle ground—the rare species of journalists who remain neutral—that species has already gone extinct from Indian media.",Media,Neutral,India,NA,Media,Mechanism,DecreasesDemocracy,Self censorship within media;Lack of independent or neutral positions,NA,NA,3
R5,"Look, the role of the media is very important—if the media is allowed to function as the media. You are in England, so let me explain the process there. When you are in India, what happens? You have Tata Sky, Jio Fiber, or cable installed in your home. You pay to watch TV, right? But we, the people in the media, pay to show you content. You may not be aware of this, but for our content to reach your home, we pay money. These service providers—like the ones I just mentioned—we pay them. A major national channel, among the top five, pays around 125 to 150 crore rupees annually to these providers. So, we pay from our side, and you pay from your side, and the middlemen profit from it. But in England, or in European countries, the system works differently. There, it doesn’t matter whether the government provides funding or not—our income is secured. The reason for this is that the money we pay to service providers is handled by a government system, which ensures that revenue is distributed according to viewership range. This means that we, as media houses, do not have to rely on private funding for our financial survival. That is why when you watch television in England, you see very few private advertisements—almost none at all. If a similar system were implemented here—where the media became financially self-sufficient—then the very next day, we would become capable of speaking the truth. The media has immense influence. Within seconds, we can reach every household with any issue. Do you understand what I am saying? What I mean is, the moment media becomes economically independent, its impact will be massive. The change would be so drastic that within days, you would start noticing a difference. And the reason behind this is simple: media can instantly deliver messages to every home. Whether it's electronic media, social media, or print media—when you wake up in the morning, a newspaper is already at your doorstep, delivering the intended message. On television, the moment something is broadcasted, it reaches your home within seconds. But the issue is, until we achieve financial independence, we are forced to think—if we show this, will it harm our financial stability? Will it impact our economy?",Media,Neutral,India,NA,Media,Mechanism,Both,Media fiscally dependent on the government -> subnational backsliding;Fiscally independent media -> immense influence -> no need to self censor -> subnational stability,Awareness,NA,4
R5,"Now, let me explain something very practical. What did I tell you earlier about the media? The first thing the media does is not journalism. The first thing we consider is how we will sustain ourselves, how our channel will survive, how we will generate income. That’s our primary focus. So, what happens? We look at the market. Now, suppose Mercedes-Benz wants to advertise with us. You understand, right? I will tell them, ""Look, our channel is very popular in Manipur."" But why would they advertise there? They barely sell five cars there in an entire year. So, even if our channel is popular in Manipur, why would we focus on Manipur? We would rather show news about Uttar Pradesh because that’s where electricity issues and infrastructure stories will gain more traction. That is why, if you look at any news channel, how many reports do you see on smaller states? The reason is market forces. When we sit down to analyze, the first thing we examine is which state has the most market potential. Now, let’s say a company wants to sell sattu (a traditional flour-based food). If our channel is popular in Tamil Nadu, why would they advertise sattu there? They wouldn’t, right?",Media,Neutral,India,NA,Media,Description,NA,Reporting dependent on market forces,NA,NA,3
